kind,name,source,handler,auth_dependencies,review_status,test_evidence
route,GET /api/v1/admin/panel-config,api/routers/panel_config.py,status,get_identity,reviewed-tested,"Admin-only port changes, typed bounds and explicit confirmation; remaining-admin-mail-review.log:51 passed"
route,GET /api/v1/admin/plans,api/routers/plans.py,list_plans,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/admin/plans/{plan_id},api/routers/plans.py,get_plan,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/admin/resellers,api/routers/resellers.py,list_resellers,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/admin/resellers/plans,api/routers/resellers.py,plans,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/admin/sitestats/summary,api/routers/sitestats.py,get_admin_summary,get_identity,reviewed-fixed,"Source review plus 41 SSL tests, 8 final real-VM ACME hook tests, actual hosted/webmail HTTP challenge success/cleanup, locked idempotent renewal migration on both servers; 47 VM reporting tests, 24 focused parser/ownership cases, 25 HTTP/root scope cases. See SECURITY-AUDIT-REVIEW-2026-09-24.md for resource budgets and limitations."
route,GET /api/v1/admin/ssl,api/routers/ssl_router.py,admin_ssl_dashboard,get_identity,reviewed-fixed,"Source review plus 41 SSL tests, 8 final real-VM ACME hook tests, actual hosted/webmail HTTP challenge success/cleanup, locked idempotent renewal migration on both servers; 47 VM reporting tests, 24 focused parser/ownership cases, 25 HTTP/root scope cases. See SECURITY-AUDIT-REVIEW-2026-09-24.md for resource budgets and limitations."
route,GET /api/v1/admin/templates/suspended-page,api/routers/site_templates.py,get_suspended_page,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/admin/templates/suspension-designs,api/routers/site_templates.py,get_suspension_designs,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/admin/templates/welcome-email,api/routers/site_templates.py,get_welcome_email,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/admin/update/history,api/routers/update.py,update_history,get_identity,reviewed-fixed,"update/release gate: 16 API/version/signature, 89 update/finalizer, 11 release tests; VM signed 1.5.1 update job and rollback job completed; post-rollback admin login smoke"
route,GET /api/v1/admin/update/log,api/routers/update.py,update_log,get_identity,reviewed-fixed,"update/release gate: 16 API/version/signature, 89 update/finalizer, 11 release tests; VM signed 1.5.1 update job and rollback job completed; post-rollback admin login smoke"
route,GET /api/v1/admin/update/status,api/routers/update.py,update_status,get_identity,reviewed-fixed,"update/release gate: 16 API/version/signature, 89 update/finalizer, 11 release tests; VM signed 1.5.1 update job and rollback job completed; post-rollback admin login smoke"
route,GET /api/v1/admin/webhooks,api/routers/webhooks.py,list_webhooks,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/admin/webhooks/{webhook_id},api/routers/webhooks.py,get_webhook,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/admin/webhooks/{webhook_id}/deliveries,api/routers/webhooks.py,list_deliveries,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/audit-log,api/routers/auditlog.py,list_audit_log,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/audit-log/account-events,api/routers/auditlog.py,list_account_events,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/audit-log/account-events/export.csv,api/routers/auditlog.py,export_account_events_csv,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/audit-log/export.csv,api/routers/auditlog.py,export_csv,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/backups/destinations,api/routers/backups.py,list_destinations,get_identity,pending,
route,GET /api/v1/backups/jobs,api/routers/backups.py,list_all_jobs,get_identity,pending,
route,GET /api/v1/backups/schedules,api/routers/backups.py,list_schedules,get_identity,pending,
route,GET /api/v1/backups/snapshots/destinations,api/routers/backups.py,snapshot_destinations,get_identity,pending,
route,GET /api/v1/backups/snapshots/policies,api/routers/backups.py,snapshot_policies,get_identity,pending,
route,GET /api/v1/backups/snapshots/runs,api/routers/backups.py,snapshot_runs,get_identity,pending,
route,GET /api/v1/branding,api/routers/branding.py,get_branding,,reviewed-public,tests/test_public_route_inventory.py
route,GET /api/v1/branding/favicon,api/routers/branding.py,get_favicon,,reviewed-public,tests/test_public_route_inventory.py
route,GET /api/v1/branding/logo,api/routers/branding.py,get_logo,,reviewed-public,tests/test_public_route_inventory.py
route,GET /api/v1/cloudflare/accounts,api/routers/cloudflare.py,list_accounts,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,GET /api/v1/cloudflare/health,api/routers/cloudflare.py,cloudflare_health,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,GET /api/v1/cloudflare/rails,api/routers/cloudflare.py,rails_status,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,GET /api/v1/cloudflare/settings,api/routers/cloudflare.py,get_settings,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,GET /api/v1/cloudflare/zones,api/routers/cloudflare.py,zones_overview,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,GET /api/v1/dns/zones/{domain}/cloudflare/status,api/routers/cloudflare.py,zone_status,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,GET /api/v1/dns/zones/{domain}/records,api/routers/dns.py,list_records,get_identity,pending,
route,GET /api/v1/fail2ban,api/routers/fail2ban.py,list_jails,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/fail2ban/events,api/routers/fail2ban.py,recent_events,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/fail2ban/{jail},api/routers/fail2ban.py,get_jail,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/firewall/bypass,api/routers/firewall.py,list_bypass,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/firewall/rules,api/routers/firewall.py,list_rules,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/firewall/status,api/routers/firewall.py,get_status,get_identity,reviewed-fixed,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/health,api/routers/health.py,get_health,get_identity,reviewed-tested,"Source: administrator-only global telemetry, root-internal snapshot, fixed chronyc argv with timeout/cache, bounded history hours/retention and parameterized SQL; tests/test_health.py (5) and root-policy gate; root-controlled cron log directory BSA-2026-055."
route,GET /api/v1/health/history,api/routers/health.py,get_health_history,get_identity,reviewed-tested,"Source: administrator-only global telemetry, root-internal snapshot, fixed chronyc argv with timeout/cache, bounded history hours/retention and parameterized SQL; tests/test_health.py (5) and root-policy gate; root-controlled cron log directory BSA-2026-055."
route,GET /api/v1/mail-queue,api/routers/mailqueue.py,list_queue,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/mail/domains/{domain}/mailboxes,api/routers/mail.py,list_mailboxes,get_identity,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active
route,GET /api/v1/mail/webmail,api/routers/mail.py,webmail_settings,get_identity,pending,
route,GET /api/v1/mysql/slow-queries,api/routers/slowquery.py,list_slow_queries,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/mysql/slow-queries/status,api/routers/slowquery.py,get_status,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/reseller/dashboard,api/routers/resellers.py,dashboard,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,GET /api/v1/security/ip-whitelist,api/routers/ipwhitelist.py,list_entries,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/services,api/routers/services.py,list_services,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/services/{service},api/routers/services.py,get_service,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,GET /api/v1/spamfilter/global-default,api/routers/email.py,get_global_default,get_identity,reviewed-fixed,"spam-filter consistency hardening: 89 mail/spamfilter/RPC-authority tests; VM canary verified per-domain prefs/DB rollback, global local.cf lint-before-apply, global DB failure restore, and primary hashes deployed"
route,GET /api/v1/ssl/{domain}/status,api/routers/ssl_router.py,certificate_status,get_identity,reviewed-fixed,"Source review plus 41 SSL tests, 8 final real-VM ACME hook tests, actual hosted/webmail HTTP challenge success/cleanup, locked idempotent renewal migration on both servers; 47 VM reporting tests, 24 focused parser/ownership cases, 25 HTTP/root scope cases. See SECURITY-AUDIT-REVIEW-2026-09-24.md for resource budgets and limitations."
route,GET /api/v1/tokens,api/routers/tokens.py,list_tokens,get_identity,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
route,GET /api/v1/version,api/routers/update.py,get_version,get_identity,reviewed-public,version endpoint requires auth and returns BORON_VERSION; update-version/API tests passed outside socket sandbox
route,GET /api/v1/waf,api/routers/waf.py,get_status,get_identity,reviewed-fixed,BSA-2026-072; administrator-only controls; waf-file-transaction-tests.log
route,GET /api/v1/waf/blocked-requests,api/routers/waf.py,blocked_requests,get_identity,reviewed-fixed,BSA-2026-072; administrator-only controls; waf-file-transaction-tests.log
route,GET /api/v1/whoami,api/routers/auth.py,whoami,get_identity,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
route,GET /api/v1/wordpress,api/routers/wordpress.py,manager_inventory,get_identity,pending,
route,GET /app,api/main.py,spa,,reviewed-public,tests/test_public_route_inventory.py
route,GET /app/{spa_path:path},api/main.py,spa,,reviewed-public,tests/test_public_route_inventory.py
route,GET /files,api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,GET /files/{path:path},api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,GET /healthz,api/main.py,healthz,,reviewed-public,tests/test_public_route_inventory.py
route,GET /login,api/routers/auth.py,login_form,,reviewed-public,public login endpoints reviewed: public-route inventory plus 82 auth/session/TOTP/RPC authority tests; cross-origin form guard and root-side login protocol
route,HEAD /files,api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,HEAD /files/{path:path},api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,OPTIONS /files,api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,OPTIONS /files/{path:path},api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,PATCH /api/v1/accounts/{username}/apps/node/{app_id},api/routers/nodeapps.py,update_node_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,PATCH /api/v1/accounts/{username}/apps/python/{app_id},api/routers/pythonapps.py,update_python_app,get_identity,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
route,PATCH /api/v1/accounts/{username}/crons/mailto,api/routers/cron.py,set_mailto,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
route,PATCH /api/v1/accounts/{username}/databases/{name}/password,api/routers/databases.py,change_password_patch,get_identity,reviewed-fixed,"database/FTP lifecycle hardening: 47 database/FTP/RPC-authority tests; VM canary forced post-create bookkeeping failures and external delete failures, proving created DB/FTP objects are cleaned up or rows retained for retry; primary hashes deployed"
route,PATCH /api/v1/accounts/{username}/domains/{domain}/email/routing,api/routers/email_extras.py,set_routing,get_identity,pending,
route,PATCH /api/v1/accounts/{username}/domains/{domain}/email/spam-filter,api/routers/email.py,set_spam_filter,get_identity,reviewed-fixed,"spam-filter consistency hardening: 89 mail/spamfilter/RPC-authority tests; VM canary verified per-domain prefs/DB rollback, global local.cf lint-before-apply, global DB failure restore, and primary hashes deployed"
route,PATCH /api/v1/accounts/{username}/domains/{domain}/hotlink-protection,api/routers/hotlink.py,set_hotlink_protection,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
route,PATCH /api/v1/accounts/{username}/domains/{domain}/maintenance,api/routers/maintenance.py,set_maintenance,get_identity,reviewed-tested,"Source: account/domain binding, row scopes, redirect/status/CIDR/allowlist validation, OLS rule interpolation, escaped maintenance HTML, generated bypass token and private custom-page writer; 204 grouped route/policy/domain tests. Failed OLS applies return errors; DB retains desired settings (not a claim of transactional rollback)."
route,PATCH /api/v1/accounts/{username}/domains/{domain}/php-version,api/routers/domains.py,set_domain_php_version,get_identity,reviewed-fixed,BSA-2026-046; account/domain ownership before dispatch; 85 ownership tests plus VM cases
route,PATCH /api/v1/accounts/{username}/domains/{domain}/wildcard,api/routers/wildcard.py,set_wildcard,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,PATCH /api/v1/accounts/{username}/email/{local_part}/password,api/routers/mail.py,change_mailbox_password,get_identity,reviewed-fixed,mail lifecycle hardening: 63 mail/mutation/RPC-authority tests; VM canary forced post-create cache failures and verified external mail domain/mailbox/maildir/cache cleanup; no-owner domain create now fails before external create; primary handlers_mail.py hash matches and boron-provisiond active
route,PATCH /api/v1/accounts/{username}/ftp/{label},api/routers/ftp.py,set_ftp_path,get_identity,reviewed-fixed,"database/FTP lifecycle hardening: 47 database/FTP/RPC-authority tests; VM canary forced post-create bookkeeping failures and external delete failures, proving created DB/FTP objects are cleaned up or rows retained for retry; primary hashes deployed"
route,PATCH /api/v1/accounts/{username}/ftp/{label}/password,api/routers/ftp.py,change_ftp_password,get_identity,reviewed-fixed,"database/FTP lifecycle hardening: 47 database/FTP/RPC-authority tests; VM canary forced post-create bookkeeping failures and external delete failures, proving created DB/FTP objects are cleaned up or rows retained for retry; primary hashes deployed"
route,PATCH /api/v1/accounts/{username}/git/{name}/deploy-target,api/routers/git.py,set_deploy_target,get_identity,reviewed-fixed,BSA-2026-047; source filesystem/role review; tests/test_feature_scope_review.py and test_gitrepo.py; VM Git canary; 9aa8d30
route,PATCH /api/v1/accounts/{username}/limits,api/routers/accounts.py,set_limits,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,PATCH /api/v1/accounts/{username}/namespace,api/routers/accounts.py,set_namespace,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
route,PATCH /api/v1/accounts/{username}/notification-prefs,api/routers/notifications.py,set_prefs,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; final-auth-boundaries.log (76 passed); notification-mfa-review.log (273 passed); lifecycle-dns-review-tests.log (140 passed); explicit role/owner checks reviewed.
route,PATCH /api/v1/accounts/{username}/onboarding,api/routers/onboarding.py,set_onboarding,get_identity,reviewed-tested,Source account/query/output review; tests/test_feature_scope_review.py and test_onboarding.py; owner success; peer and anonymous denial
route,PATCH /api/v1/accounts/{username}/php-ini,api/routers/php_ini.py,set_php_ini,get_identity,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
route,PATCH /api/v1/accounts/{username}/php-version,api/routers/accounts.py,set_php_version,get_identity,reviewed-tested,"Reviewed admin/account access, scoped listings and root dispatch; account quota/lifecycle and root-authority regressions recorded"
